iterate,quad-digits,approx
0,1012,245122586611334111938314304134108891635666459468163964941107669150223454619421836325908235289193437104312934492884334448850359379183273943502671711446436444226638652900347075503003616998824220158599720192966403643004909298224951248748298244262614248264701939385060937318590741327005850597388521553876817291560379576715565034736812767313300945880754364494085523484037028188807131191779543277502960840057365157687260495629769560476754393435245208202315139153493769470363590965802187552223677379130443457916852444579161429665321468533876578289051970088457410916557154542522643790632686991514129463537002856069919
0,1011,22516220668392781588906800936239924710578827425032164091097599546939827360589654753181492601595905986820290718675154794830251479708737689710642438092873364026333828470074875208426183589316018720585276815100064118655490723455943703430430157229558452391749667382297095908754312455337069216106163831058898980111520632012865938357508063155905379203239838331229822461905418413276089324006583191044655901552099936027508915206224181844198979161024033706364569934591874382852248613936111179494125192107592727490271071952034978336884236570452088261025185551760619964112948148584460884140049761215936214577253541142889
0,1010,1623617305786357190390279036568138882456755077542984067781719350873634505122993168145406492740377438807213943613287705215346835596794921506696702066825782317552025782182305023652697644366274444536705121393490551482291358756708259325859836398936486168961814644083800118280576745504990112448122024602767665914157178913845657265299614841260104815924183624359302834865583642326204155956056824652061362833871766808634551985992903317951301336044428944747432867353479511039090498048681297990076147416964630922725307988285559981402471755999802666928178348524039872925472248612934920516455898033646602130955199343109
0,1009,471519288396940234528297544110325381710127031385328129577128776893186125038704978870236557075143438475463865242992801482675527994117150162120605977305770969611682369904585265671909976941484690136250289878247652719263229913999715614453439129859594594747281096449850921944334731575492705060752333074644208616243309997640475435189465158931794084189534138985669705389000756837835280659560451107951383135965084454519557207161581660882814530408535148731816793060181890868625144516539339453894931013239247897977663448883833605772225129156929559747154839298084706868248319442893467127840817115266898528153381537329
0,1008,30391166214351090598846104482007178227813455112227669358494310086444309582740502819602931742059742629405189783404085165407504248819075783272765810671277314892067332320176000017952198077624282053674287436293705351183120835066907380139318832963963871121267810004648325433902884184606997504891027565762127019209587677343452603635719969037819921136279875860768753035723378920011498632298236356185612263435043297881551979633885102335629743777652646312365382814901160692483827087974230036119490019798251439357404758137667469256250456441750524280923804267160664404133638398442886442909655842487195804306791883356
0,1007,67978046888338549895495513926920582491017759729185637952437017042502697017589937340255927927836918879378399601479320380068391858511850209835910120921918559779396256969507313496737242504929188045476739913223184202931056696501350738786385215189577704280322293725411895982894441000206754621734260408298114435908376716857469929198497523638625404244456965564232002190130868541230785646205063821360146061405551922947594305166516642310898875422708647155789237976611005334353038067222299556754859271505382001224860882498979264611306707605526228006265079540628395052604767230196480139950062650352008288519307433081
0,1006,2756506562207832596366192738391160407005954657703971557395760377782877475262767942826800538930724553264514348113167913965595078437692166192314160698006196717538158172019942301148173685670221071076098663849598754873076013708516120739442307854888140468601210865202139001462518728727289669681399620572836834607338342338635992147822276633318452567759541315896662216793260177096986383045041196800355604583221139741013647675981027896015058705843897846333496494224061363903867319163955806123536388910023186041583755121688088436182032489021228958330610075969647053100674641268305858433392035579928687771517860336
0,1005,1161598503341168957695946029611344192979088855735041196772198096180087412022669043467776619344591647383917829504836309681203163242849316096308512307079490467664785564527143729612381229882493727634157618957441478199275786348892073077972771096842652088159549211956218683028922233300250459479106607173407588892937700999626710665866778882932929709314533838610474917958777821589369660282509252108337475694013425685981576832198473884764454787667922601590237161262035007085909167202736922901157156176962637643514640864436496381430852891924641016002787840502885781942572216168377607378669305373206280071276119122
0,1004,-535050817443217576295767738161748658139628868550761598559979616682998571295404840269194304562300875667860869461602531351239534158493936485456396412852756123096048601033206145383507184727224816277537917261593578063263395569040506885246233139885638165895726891717433846761844500163085985206200466858357185089555928367938603359714715658594813421923361755958096598130803532736116611786017086256231248907730134027286265655242781579372993724482257954784069909978434032251238818919246673530568487931024953538222468334467994051848822242293606673502806892186081796283222623071282484956345719463128647188624036258
0,1003,-192441868827665127075019234380561843769841464946623091836695642633710310354998350789725096398893134681078127339769427323763034338985569703275357490687225672097782089654787382611967383694054814080971113842091407067540892565566646127387114393600662577542774042651742672800453677813080458946632319068060136696235297358656160717717705598995795189412584864525982231908524544990117800095253344541274195823564535743111208905893242627531166404060351347386873610950601491146457321908119118882977635554998632971897584720265558692038250121606128150328993115188203610445201832309560251578821601100495172401978190856
0,1002,8029196486671612942195534429536270789375991909538908039943517164691503806494361617241141778869604717112354992440894557572304135077551602926309728414399637416255735831569971866447230039389628123342370365568546556580962337103755035175510214371994325911508572991990355307594641530464718808304790544983674641633308658940723859708853953309941117868596216820754433437688422722974138366623439377251388339844190729506936205060801636443685145892499911084004385841694925776696747755166562703385246025555421154346765469535071071865207108364103714495915123707254204309156540999707932985351107731462831385070904557
0,1001,6902130875745957956476255850399194489022338163909516074056129930376474792503289790833246772697134290499670871452360920295426436523379369432619513505807915363150695492638159709390624227314684383761028246411686995016823050330270873899523823922168561705591259395535946273900473642093522866867702904683181323547234770924575911135058843679573854649796979867273264859346275598530824407752783631517012657643396849118103503552365614288943554104937125075057038250990386664759287433783172037984968604933880856204885503000174824904231496292266675536217852578361937850785771013775626505518392058662912248266911868
0,1000,6437393335748411989245980753666488657726043999742748896634177467176129875461387752289486146819944806967615787754174075950218786160151791288257547865389549220774824737825934850519096534415731850133945138138594450599744430053484964678128752200398337624771309120791585947724117622574003654781191453054218621232460945407545684749946726196544908407476299088320382039008905097820834321350970341671372815677974747203669558281852158058081073123539813704284969505427912723935792717195915374042618500424539995990742625924269813887329168368295111647675331683547070512428976365171817898605248844627469839632382813
0,999,473438591722181259062025803033360203824149093257294245462758041645427410603821312844676855642994537492435206063866973872595553498828088904916302404062778778846563752824622706394101378585090523712781160414972634480344393503785764327324854109398785992332589107157272401522307425858929333858136753770811923039659954540373529965762376223196261080515827197439294408732391947405014016350853729906191921799700337144503503542228676207327240724714843176367210563046148489145671788835664051696116192643451696729390892559206790869763489030753210955215705572911717990806131139857398983446805935060495820246538090
0,998,335831545714867625813254445900344356506906881465357206903774798455224190273046780993448799538312983179311651923624674505471069004780974618209768404726255235444432793784724346700688730453719839990386393541946011839212169941780261809921914426434802706635660707839502093976401224468354877605025540277064312979615509947593579847047322466225175182550128185449025385545652515670955117657111530960663475957089091883000521971100512018994740383639199550054609144438981914066482173802739250897866480612291539299399569096595567119288294034843552777577356757809714289809031947529868751725744020350816044891032
0,997,47770889882462103590039041857088852035054877507603178530011711742453371216225455214876573198628971128183480162712535514258718373628331345446837071424631869069262380462242160305766524200893626192226006550051345970191571774590210043844259443402165316412979070093625957567787217850553924541841912493337718076627746702977157660443313512623876020488228125559124281649384879030163102294428362625167645877672987607728110324216659521223387068594894752702007297291538729895991285286452132591557045395684129797092738544820811690473105628194517603448009030514650515941236168290607159995235469517674008421339533
0,996,15359989151765144054664272146170313033412377009483117692586101457197240603557385389110532376751185396215091161628582415673298959810790775503585848352653968329862184904608115600733522238535206635817602366139581586059856995805988261078465150106605792720925059372883883201711099285449404423988325597655745005587864946583994786101982994751169052379472976530119996773580286211099270243003723222452325247966179388045171918739073060164054562277223078991040836571778138382897119718541932975365835754722655513932362349902643563160036278892538888241563180325890763334867326471788157977444394241275912615546691
0,995,2119113153824752960063681982707328210330374904018459596494329762658288557415424132211217911766036255159354467442686928759051873817796285841959540382912976539045994818916081786037765511637684802706517001658845984819960452423494204516428966830901723047102432442562547320818046159993194744661945578550353127093822308897698479880244488569987117452899792461803026706601778319777882712734430563040179445804756065499876349561809299129032135396363712500999692394367552472757099624792222892675383477790955740311544571169254456283067432826244161630976114551274200391004021868149928101034091371379341656588076
0,994,1671479246582135741313037582155434279066708364762878879956549301719044827094710999415565924771353226791649642320274416183463528189999320126528517903228745966495812149213104000384712422850917193449411534205391017748659233631226435920666307726542572089539183964562929112791756959042196586328320602419899787312607564750598921595498547211338859765633596168551459249317620460533033670420132030917899205625206305867026642767291255008543341531800331022481251667363646893905305609888497923694126193952751450606448782851904261882113029072056670463531139463195839302239433938643906714274909408276848566764436
0,993,713216240407973938759476047516157782592267043858686114496567280200337421264863671105740177916711402695774666010118326531686865573637376219190132857928176059829679655794394646461134167533751800215125182300078857560270279382495680238344839193815088704769024325377849392706858724918081707339235914437679161446052853764021614073387126240502646763115296405820727403585471078307296232648069608001164164755862082102841650126690068356808830416296931181102673007902479045563811361695837097931061413709100949270935282209467734522562163253072727275755423061377255723448943420407449916270890031652191748083919
0,992,96818399194243201849104143656024807820871949093172781319904791222660948248447021968665149635451755828029353440386807906331304711262445915371463414969167921200154952313198593860693206157845804923901403967079358712042838892501179031061287649564810538938007291830852586092091783743219536890236628080769892705442012146542138874110943066789117097330121591191039550677684139137537862582407071862092712709552526101984283091740033342370549226365242959991434020227436427803001507654554289983016808960420944130491999777609758413784614220851235412722817645043438862864323280242969114360938723097661321515970
0,991,16017718064519505544460941967457036790974492679990858473459302770867614136137753433927885511140706785641507191545007059590109603026158581660434115686852375740773596875961309697589460820368543089668357191407611854264463036245034524092647767499474671524175367064687784467471524573256288852382089489808408378349951572906016697919230681722326206313506131849404667176848952610774068308744089062387482020957245758247388012721487071148940309387809355501773308594119334990473381257676895166047931286770651321079785163967627027179597923032068147827958273010667598341756168518235034304605253513321788443871
0,990,490003586072898190703047823187263800388548273766365677812481998791252452822144283757816042895411619595306848691914562028066968246703687541735376212757241120621683559908034992304497752686150605572589046123004544292624136675706684112873563784234749717052600078497980932738684674750417742075675934447337441172618797656054509970906471531686689222603648540646826452229201299649463407892009678054515307808042434309281067199469860385637503544125932732537646291317812070426611887854811094998274988364700137331363303827529385540243103850525997475783956190885892757008150347207219130445194838246380134753
0,989,41382775821004788565796764658262009823748386900678530678168592059112200115801512245216878899852632969804777655998714764028051117352958639165300425905696778069311399785043751994240330071694531923932293393228725264832413942694197306737384199217997343537747383577846825691030534629675156105760495776465153037049307385585859876707368123473364697827682909453306307128687482720885088130775910993087008992303299441942147429906844664068195465998811854678852265319200773464797522352298813368029505490933292798645281872766016643391068061583151009933771130503849221162535867040529665232571792870946374120
0,988,100789754649541224025981638552150234178556525910984190890199285151885289125869364352743731680829439316009404143629867425251424660519729290021462442216782818715213214440938102721122274086133319942424521015517423684296455595170443387643201159260686250997816567209149867110955358374757703944036076694736813539814523936974765443393214295015162408180095979770176866258154532684766080998827080644972669150874639522286821822691274223878152198877052643939265503661758395490447517463665404890594737007966973319877292738327411146631504914098977835432890200219276410254631412143596112227818920407913380687
0,987,-45308496910856215874931321867148529496948055133019855119854239020255907468459369673829333538923134161574943739750818151266831558211004973447497537185120350051826858133112178860729560378777926669909892660155649740983028802970778940527811009340444582480344075044723439351382904806259602204538653184551554164719380075633515726079858052927807351974626582696889039915888728745610603847530090595319196661503276280773177011199252291321736268149728377232791497242367849501853588339442834896524476353861455785479262622766102555400735260199383692295279762426569175103002992809209511042159784519814654805
0,986,-21371223376992456004579254578274894320633158622004860862858870214239599997751901236335502095663363373915383916076641477537070652277483277918272267972832866579534454548317077344617317307962026572244043166272861766898426665915401005193706270715466952974483621471934671251651874676465433283436947332202067190542197169840263379847655359319156621868072703011411227227582068900018630426118126069171684279538900787370619568781531659912592567476608234041028281265113703733621179192043317289415140650046586531297869897906656824892869697057851710111129334548232933703879561113982977092868080060569878003
0,985,-3557906327873809334761679687856988042922875474503656951648016889872212013601746077973108850655535198205182528005924845929985768017275809335492039753880876100510682485566057753039881426041876601745201142796994968506924115143448784082320608457861682325900591545707990209571568743416125006602732734682452330663216958456437098865920751442101963980774994528599735205449428213774429612708002345299105970028167480886657403561723731205751918580329656505537705442594423537731404130691776048864781100996282845400117048480645238298295601218274576804649110839173252315187117158603156619591064249106351243
0,984,-1258061810308100703863194041258957445321746144018542989342565388433735113899486142737115213900298013074071393274166894751850220594932812046693504484060278886888722725057082280010419554483078236936588550094855055516661329707226638548586092702676553966220405104011678837450835896766342068597210330881640444383975629169625409250281217072101488095447173685733818441350030926254273952798386110717669393955577869326449301426667746294167124973088158052387482841711162266962253886978705652972886584726962301572274197934275684428995689988507987604196200416658950356295781717350695460383127156327012594
0,983,-95335542165727175172436389646486032490628073014238261556341658249023664114136963075786571926117300964859714613107041094811444937520472078445332431007690080877783651054458354639336224008105961769337227031666094193749116077001128885841602753955587597788974513476934805901340396755217857152725046897133411637718610257135477003349225724216006298587635418623069799429415612048247333901259407971891342178339482006046273354787466556209002767656369502810404960413934727514562851076992013484408699729287260012374341208716539453872608747173040201390480897192314795694961275877914234191473510859187750
0,982,-77689120904355088010031984384650375544061925180947267011362338617432620795236404601158395708145014868269646737689636187705205878190532847557661280446298795604215655925164396305206598746556864844633503558542621583100397215129187189003311636593623301852046848742112288582245106899199782683468821026587101937015397076136588539906180709321825574092204058391570941924123103522715263323464098882031548389676934915092790686810782549770280578712282598882718450754417336505787635639653648421016380275563018267078128161543355723843665848051228552031780019578936390768391519675624045220146615860617647
0,981,-22158012297071919571989970179377804966483583048701113876230962227594328951336580911345708074555452863410657636145673658850860092897728193658096662378231741700208959013183344571154133209331917430156096006838319076575307232071452862235400331637192821986796122537500922756744450636111614174548377071457246138285197102257034851366710090440192152566082899150362815161116172182858199803981931927014970876864437911525614497446643225569928434696146380366382240166641206768679311074053520594170231374458766594703358940274703845121314326836173381978117288350961633052863274497963568646769089355448208
0,980,-1942809980380714880652714953125053916909039189902347067650032227997462314294556820228651856082589002276851537780851161737573746267823317963041012459847707328876881232474032959466420286704550972483840018504790425607438689795695866048880308190481405395340679504116231977815811526474634496302964760184389880306899833188985680317750144245436912744555501123270970836395323599292501042200194216342516328434019851655254027204062361393222646514950673137737739391329100889641202336947156461508446643922361938261862619925119844968065323560337606129373803232277511996525632950737980880669032110960995
0,979,-606227441567412001693510514889384741427106299627646988270869372657282066016868668420159871410845108320610603458784270176753201043262767082631652344699552653597471098419328869575917471797424298870334457296189634818124837810972516941394893132763686971345773545798118493860631658826619416980296318500805389947923932733888185304454577260792215373905015843786439510294536340863186232409582290129583736738018632425613361283509127426754385019734047641604540827508404412859175677117422493683951308864277122399935140218211831376527480022942572079718840616810440896351435859472198186545645742638661
0,978,-269252064688818917818582832649318713560784248600827234503833259935434673864953345854693867113211209787329182590388381604029379567794106697149234995393104849020282342414914474162585597921425961243472704549293865337965202045926815035198738334197933841573403936605466412170969045186752312682250536451174190085290972692456297655824898870708595787364809561093544731594750996020199103729898737091396286325601112819637268806214818213243817450641725732458802864562203800640058284990555661072581215737770789923496840106386424618355492416423311197967953603497875312014069493722967258484008159123283
0,977,-67711315805938578481994960352154255497702405062877590324728387308488843297842326984628707084451818644395163452293753460855073925066218983983998127503346499163893946927392823417678081442395852008963681967742741235583312788786232921779528940684540076142716168927021030177300248047206566092568591813028503767644859156594439782401385607909850982602385723801623739475540713893603435504945005164932385703712972459016511846414086341632831130835496333169246550367580366413514748929651364242356357184012776586635722312532769760832829000932393252772404799173070202643825091018890244124358640672166
0,976,-13971053810427738207957328430749348703202294483514081881956867841917011407061684830240269767054462485561920551622098590239392973539853271791298105713573729783817655102838244562478332427597355792685366937543841872967517463491988596475438725152709950800084620644017802910831107648865186320789182339100658957302033354899767669148822515194577593112371549783800640394603656701951725317252144367585550907739197581727030825813174538981340403316953413164050711776846061700345920095381920516927972697923878446670066780607960596216519040755562153680949376440187174732751851329835440988567155342066
0,975,-4834637916683678446403575546314549638667465209022358223111708162490577524951381430223432019550692586196232132773106785791749073036259240001370429386532931392786425136022173020702098389254645299452076903889223332440640675217214097849033132066292682827565683794928087187179080459152102184380542009535684184950939653672232957138241430068845071169935328323891812727065696168114009148262301753260759643194898611620032747893789295698480429591264921586385125317490509548936501001853916274266717432366067351668067254034314798439386586519514972327147300700086560838408046148287282643615277268176
0,974,-959562791364477266754894975943428583545418919674393691368573893657387333848409264575316692830754431861143526014915824365408539370107717501394518263463940001836487338473801517620617486997901471100050415648939011204675375770155333885669041352232441270000450127975743318158869443768407247576278365700308373113392493124455151348479333502291753035737074832093148852264941460685976150129042236064093752399983885212144487140380680959924097468470744957234449627249162218757557623210065328296814965545508521281989041436658349541148193164629147448250680714802864975557032008143281329111751204869
0,973,-283516720279824156879108563307988028440488952492665877481622513156427795219932273014269188200412053334720513816036807137543024383403430997855828477789909903764516720757975736607485961870487494565719911500933788379380955857139368697267031568808304753808379707851441702845650499635843625234302400048717908993257541700100885263322993817204138266575582920351507845067641341273603657436585430044647914629542789884796358491626391678800342342709850272357054669006708030751522279495887152107812449155195484187459096009637449689647137248235873591607524211452747986466954391819440766979969463036
0,972,-9109199496064929945373213842093228763281480772931870060709928602268260380104433225439114998219801313323565972941113920571112290162650797584788042955697156104036461278472286455735404379120079429908063010843965853326561478603844371254210492862638975766068262790104579335953883859731118946773898683357572718566850982111410119366832423784497452846761802892439904156311187524299272574187657421271701682814246045302535975252772169560460067565404462886183937181435798527696513663721719501540733012295182522289311516316271295413088388218696032074986820149608908119138832879182222362917481330
0,971,-19883655261924638465348014030985735539463188726435183379515876724955886020895503966906521548525257572211461496655633827622398337490100739727792387106668754756609462207723306820635699059270283857080281089764098429320296896258694744792086763795258734212369302569673349922324146253261940300253350662821216544279336325934692945177729975018132725025508545482171871564492455448997852679345823528699685646086444832018501973661568978622346637719629098776361699258724265007974801014197540364572901771860580804568178311341407976084190750895636364125346097424417280448919443376407403268726371020
0,970,-6569959001906331480215770456594311410681356662476326838622426095315767710297309690902963971520200389702300023268985287688013425741312391384603052615792676080171081480502450180738467716852006250644002051824922294275973942518003692041183819889272928404670613563792283403256103451481696997308291701903749630774576089865878730058148437011814461487015076100648780326085950193548365056914182686641414105139979898663336932966480094566242331078324655854593835783229431440483922312115617045317386423153552926662080110640473741126087949066246130420981998908338016724363194068557885890548462276
0,969,-1411994268354988661811524971916519847487308134777995613984906007702029336379487522470532168512418823010267063553432027577735402061074279275764994310795713072347734164997093252867028677265418086265500083905345653752451496859722991399117348300689721311071481656878122089132255088980932150829905222178318611102949066740104162774820422804347291800281845517485196101696518340714090004881042503838364721056773649440886171420451475280330575332302497932370253748650673868738669196138866951224079455932863555241079324868164887655845135815083098372863166510788007477438686739479819714411190346
0,968,-437445381857686334196256992592464262468975179562271892574975848034531325458683334247579442414433499969541190311452081932646369693049125092947642849470521314891048547488861010251044447108508345805299795765876235995931957983562632926380058156535999249673388947863491737433269731276182387853861232925138372133923812323104754998725197678287947325310102088685349807445892392595940348263631183156879360225723286501698566307516586189844147696745190442043837895106174407958783860977863909383356968260702101611792240369746263611731781379509434714303547711150612116619639093724653530647894126
0,967,-138515410679945657749704402815552652212796229381773282868977023317690963072921832356735300820069858485890906853022810965790588199548345713961791200044970127524926309819802836812788656828263183944653070313088399716608256409839704347138307348655175010605272482794812095995556472559322343128754348274664569664423234590533818734156918231971152950520444789667494011964458157338434652101251717084442988341581853818428457011600496382592476499865374302397063776604592748551183137071169992793649479421613276172066508738236942608170691900879085860599188194393809330023893057010363058048707983
0,966,-36375687748282882169343753498718036221307038288141914585258389975020318270322194646163651030063361578670475814349362472378987146367938328813384725577316854214953163427103708746859771847397256954280989716213812115273874630650352336800043523786999708267426830817286282329209795938541837438382951712172113315337337993600548784633686238044181311559679129686027655043855574446750071812632879632870908210986333479510569424291872030464498399162922779924373622293398952422751473324407478810276365866717431672073295633188787961719344937563760910514168380983488675437351539335518853123990480
0,965,-14098232032996972879927480141367384532528729301519106976497380012834078068945273843172723551732257376480840552235556165561604041879295667632721630869833865424664193691192506716680472038993994149038815094370694127151241133767822078980259301842039517391756860141348769324196333755454111026978677274535956720351997019372180662994395574148063801001768283807446168845131694699867955065880531623969583257056042264430064759797572309190133893321905498214612791247035514434420146852564911488059206971876994052594692263725093887620955823278849743958852063643345333596557897117655365603320772
0,964,-4281823495631785893876880195002426106838896811741189126337073502950868830999703208307723095048000350525474886178209226176761561733959760120922979142168777845903262372809566509337576036705835813894740800977604622429286559349764449822294994899401774296766579802282942684785596912657862676851536226410360062677600722977165100452166493666911944347536152736144112727620492363796413185491254010830245505656212175206656747903637225556002611317487652870883749990064860459298148946026004945014350588965440536529640487766060966607919946469642411972813491026878675216598705231613184475021770
0,963,-1120515723452565209593503121265991570086469079513784824810224356727905828814474698795873723186762208407797797206685268477880249634163916998263047932802310667271556706282146390032162482602184530624405183690006547035877409013217570472091336982751041751928268982648153097608257276185190901825784509489447249943494378346580504375343586792361146220296583778056729711792881971928370291674406878016334049942921661794798070232173107890215594682076252460196988848924571038823099036879669976018750758268459238377394884408473170601753209807468759667846182870439624228120406529264246411223854
0,962,-339859579861088081613829958021196866087024778435079275190452309744141177385282152882807271602339503606618925645613180929779950091127068768475390975139198220461292268413601903945971510839580024877524249541096572949869829173674650401371693356311381670312156618714808913313159939761549200494324790568533830920154869392536299788134675518438374625017766650462696289933308883421270283718386868954809101745736967130520086289015221018865333508234838656037623091928379080121361519168328191774343149392397648393607408212581028006419130614509399377564958447621174778275042729407719233727776
0,961,-62028950719683557501818679601629945860477314657607180810519359977025520838966453737846568589942980436911979731874246284991267378967458843368236141483420159591145271071296904669613912448283265375821554259399655184600289988212065863273270895825344703830222451954203692421569352199065903332519906449106467134584771446994261393305143885607856471036514042621437327324970027672033910750610554098070967739129628475301135749637025670844040900555387225265085770031347146702446491181466013150666728538423902174083276247348680060984273258150576283371455794065332541470110933870370162187848
0,960,-18056797315161915289963305781664243513895633552257458532015381412783491619365337892992000068743439284916053845446999489813794946155165137964872446060858313239168544347806199757911412438982609982836535702610640722329813515147921442339496690766280044505728202372907242037191827619668774731563991904509455505387562385904206599291798058175504980491816351021174585789874487715543267490689618041237955388094449856929744803231039621769865500836998820816280598398349609983835134911507323555875406768387949519717978212531264764554057438138507901052685094369339636962505412472820491748703
0,959,-4277335391083583629639495014593475341210320768938714496543750268744524322783983162704338128641511610302619239890865298099021457926265284823241851761678462085790730523244570209416040913816134713651670565279795383369002037733189626734950920430182345127495374034061133563363812580857729666756739447831847463361292492093235724041861361796615064528928358902004068450383593299331856902448499531596226224937397402230878224501160746718275069806434893670253618619846315373156897248815247284829059715736125200102213924411702536327311814913892987176078235921131709644777686980119053236047
0,958,-1189231245157727362828860919465376482411474912101008515958356920891618318881617749762655696585379695750249387547761981969004704250825686855646698147652635277772535035283773426776373316363989639866910090867774728529643012627586282088332655762807298488977937268112013860775137189950747183956339748129046466806681793716500325539120069384707698824560845527384137322080273213709164552336754888854529308678095583734472639415609841598990757412646024055772708703497430495812329185929803752512324801791964119619975879374132916006456635104861747823978813413398131005253608360365099333769
0,957,-382955715612495707222741482206317372736439419037055482632246464706571608910612204711667309524017364107428570817548052712956696658360200758589555075161710887481688199667736938792337551770469026950100053744699901629581166073803641918935010069145257635050912543974532023361230442841220174253280415333056263508160286437832708634983018944987717913464009735348981447916248573947418531916764383998057185760711998201098850197527962732140841665043878182335691408932873794200149323227893178446959731688578690465804286190409546344788267621257317264735016445145276550752649782295205984895
0,956,-88813928212962733116729751248812380805205291937659563946328623391028435492948543771356866174326830196427791288845371192815786557310773614373493444665191150530729183896820784198776893477621163982256585922716161674451377713511145959830018181464827064781417388614546583775136202621752013976815553228825717693948814716294515896365045930627235338441394156503787067817850744812529295651278489162161675229125954374285037348415631570722759322850140466737363423509404711678740355717846865319048657295827374815733591311625261648005715409022285070705549916776515466737938454547880340779
0,955,-24598783731082566075387559362409373490990620586031695380866159092216206637742240022497131560127209680353203483491131503993322194502539515989318366789299702183821514685126198413037261990949163726970417956300034591412434158453121129306809770758132490537192535830289468103382156249329948421823436476076105584947723117373800336604188530378490273962919828275794250531882339719084529594482397334264731313294169362429403316455754331288259338333548594712689586032628922619443960482380385789597053834209673768197102045753840127484151440871603208761527523825897702936084857272265023919
0,954,-4629445370623837367262236359479547692920181277796487631729066053708094050655243463260605058775398626540145524000956067826628019163012350071864505708031800774465731808771784261592641351925834645658773667542274051310875538354500544643859085785214895060552997635574690674046090626560773317273655904787315245866368926339688185851533546076181780552434360179984406321887410935764217521186414892039469129808067715380198195672293204827531874684435397222833832767100937344059067283081469097849670925146894620224990614024920880874578400159805649675282357190420079172379095976744083429
